"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_97695_coefficient","contrast_97695_log2fc","contrast_97695_tstat","contrast_97695_pvalue"
"13987","1455253_at","75137","Rprd2","regulation of nuclear pre-mRNA domain containing 2",0.3035,0.6769,0.4483,-0.036,-0.036,-0.5667,0.5808
"13988","1422819_at","94066","Mrpl36","mitochondrial ribosomal protein L36",0.3036,0.6769,0.4484,-0.0761,-0.0761,-1.0533,0.312
"13989","1455999_at","105594","Cphx1","cytoplasmic polyadenylated homeobox 1",0.3036,0.6769,0.4485,-0.088,-0.088,-0.7348,0.4759
"13990","1450918_s_at","20779","Src","Rous sarcoma oncogene",0.3036,0.6769,0.4485,-0.1283,-0.1283,-1.5561,0.1444
"13991","1453317_a_at","13992","Khdrbs3","KH domain containing, RNA binding, signal transduction associated 3",0.3036,0.6769,0.4485,-0.0035,-0.0035,-0.0427,0.9666
"13992","1417401_at","75646","Rai14","retinoic acid induced 14",0.3037,0.677,0.4486,0.0159,0.0159,0.2663,0.7943
"13993","1440537_at","240595","Kcnv2","potassium channel, subfamily V, member 2",0.3038,0.677,0.4487,0.0608,0.0608,0.8229,0.4258
"13994","1427963_s_at","103142","Rdh9","retinol dehydrogenase 9",0.3037,0.677,0.4486,0.2282,0.2282,2.447,0.0299
"13995","1454892_at","56305","Pitpnb","phosphatidylinositol transfer protein, beta",0.3037,0.677,0.4486,-0.1107,-0.1107,-2.0409,0.0627
"13996","1426784_at","217333","Trim47","tripartite motif-containing 47",0.3038,0.677,0.4487,0.1015,0.1015,0.7687,0.4562
"13997","1434888_a_at","17184","Matr3","matrin 3",0.3038,0.677,0.4487,-0.0406,-0.0406,-0.7088,0.4913
"13998","1423591_at","67529","Fgfr1op2","FGFR1 oncogene partner 2",0.3039,0.6771,0.4488,0.1039,0.1039,1.953,0.0733
"13999","1425488_at","193116","Slu7","SLU7 splicing factor homolog (S. cerevisiae)",0.3039,0.6771,0.4488,0.1254,0.1254,1.9498,0.0738
"14000","1460350_at","76303","Osbp","oxysterol binding protein",0.304,0.6772,0.4488,-0.0619,-0.0619,-1.1058,0.2894
"14001","1429690_at","74149","Zfp946","zinc finger protein 946",0.304,0.6772,0.4489,0.0121,0.0121,0.2036,0.8419
"14002","1451191_at","12904","Crabp2","cellular retinoic acid binding protein II",0.3042,0.6774,0.449,0.1391,0.1391,1.1419,0.2747
"14003","1426895_at","59057","Zfp24","zinc finger protein 24",0.3043,0.6774,0.4492,0.095,0.095,1.5597,0.1435
"14004","1432172_at","75189","4930533K18Rik","RIKEN cDNA 4930533K18 gene",0.3043,0.6774,0.4492,0.0871,0.0871,1.0709,0.3043
"14005","1428925_at","223870","Senp1","SUMO1/sentrin specific peptidase 1",0.3042,0.6774,0.449,-0.0519,-0.0519,-0.7169,0.4865
"14006","1447931_at","234135","Nsd3","nuclear receptor binding SET domain protein 3",0.3043,0.6774,0.4492,-0.0637,-0.0637,-1.0942,0.2943
"14007","1429752_x_at","78785","Clip4","CAP-GLY domain containing linker protein family, member 4",0.3042,0.6774,0.4491,-0.0463,-0.0463,-0.7223,0.4833
"14008","1426631_at","78697","Pus7","pseudouridylate synthase 7",0.3041,0.6774,0.449,-0.0547,-0.0547,-1.0283,0.3231
"14009","1429598_at","74183","Perm1","PPARGC1 and ESRR induced regulator, muscle 1",0.3043,0.6774,0.4491,-0.1356,-0.1356,-1.2213,0.2443
"14010","1440897_at","100502923","Gm17619","predicted gene, 17619",0.3043,0.6774,0.4492,-0.0684,-0.0684,-0.5786,0.573
"14011","1441899_x_at","12032","Bcan","brevican",0.3042,0.6774,0.4491,-0.0031,-0.0031,-0.0516,0.9597
"14012","1437429_at","77739","Adamtsl1","ADAMTS-like 1",0.3043,0.6774,0.4491,0.0978,0.0978,1.0887,0.2966
"14013","1453875_at","328059","Slc7a15","solute carrier family 7 (cationic amino acid transporter, y+ system), member 15",0.3043,0.6774,0.4492,0.057,0.057,0.7917,0.4432
"14014","1424891_a_at","26951","Zw10","zw10 kinetochore protein",0.3044,0.6774,0.4493,-0.107,-0.107,-1.4919,0.1603
"14015","1449411_at","13508","Dscam","DS cell adhesion molecule",0.3044,0.6774,0.4493,-0.0326,-0.0326,-0.5442,0.5958
"14016","1460553_at","66337","Fam229b","family with sequence similarity 229, member B",0.3045,0.6774,0.4495,0.0634,0.0634,0.9796,0.3457
"14017","1457144_at","72821","Scn2b","sodium channel, voltage-gated, type II, beta",0.3043,0.6774,0.4493,-0.0622,-0.0622,-0.6447,0.5306
"14018","1428494_a_at","69920","Polr2i","polymerase (RNA) II (DNA directed) polypeptide I",0.3045,0.6774,0.4495,-0.1095,-0.1095,-1.7674,0.1013
"14019","1440780_x_at","78896","Ecrg4","ECRG4 augurin precursor",0.3044,0.6774,0.4494,0.0494,0.0494,0.6138,0.5502
"14020","1421388_at","17261","Mef2d","myocyte enhancer factor 2D",0.3045,0.6774,0.4494,-0.1933,-0.1933,-1.4837,0.1624
"14021","1419419_at","108161","Fam50b","family with sequence similarity 50, member B",0.3045,0.6774,0.4494,0.0034,0.0034,0.0376,0.9706
"14022","1429540_at","72383","Cnfn","cornifelin",0.3045,0.6774,0.4494,-0.1767,-0.1767,-1.6765,0.1182
"14023","1437086_at","17172","Ascl1","achaete-scute family bHLH transcription factor 1",0.3046,0.6774,0.4496,-0.2231,-0.2231,-2.7149,0.0181
"14024","1439250_at","386750","Slitrk3","SLIT and NTRK-like family, member 3",0.3045,0.6774,0.4495,-0.1829,-0.1829,-2.4897,0.0276
"14025","1426691_at","74094","Tjap1","tight junction associated protein 1",0.3046,0.6774,0.4496,-0.1183,-0.1183,-1.111,0.2873
"14026","1445505_at","15531","Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1",0.3044,0.6774,0.4493,-0.0044,-0.0044,-0.0497,0.9612
"14027","1423499_at","67847","Sncaip","synuclein, alpha interacting protein (synphilin)",0.3046,0.6774,0.4496,-0.2209,-0.2209,-2.9782,0.011
"14028","1448188_at","22228","Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)",0.3047,0.6775,0.4497,0.1075,0.1075,1.1819,0.259
"14029","1417620_at","19354","Rac2","Rac family small GTPase 2",0.3047,0.6775,0.4497,0.1547,0.1547,1.8046,0.095
"14030","1426359_at","70579","Zc3h11a","zinc finger CCCH type containing 11A",0.3048,0.6776,0.4498,0.0423,0.0423,0.5945,0.5627
"14031","1418632_at","22214","Ube2h","ubiquitin-conjugating enzyme E2H",0.3048,0.6776,0.4498,0.026,0.026,0.1972,0.8468
"14032","1432285_at","76669","1700128F08Rik","U1-snRNP binding protein homolog pseudogene",0.3048,0.6777,0.4498,-0.1717,-0.1717,-1.8772,0.0838
"14033","1456800_a_at","234695","Carmil2","capping protein regulator and myosin 1 linker 2",0.3048,0.6777,0.4498,-0.1323,-0.1323,-1.392,0.188
"14034","1431552_at","69030","1810006J02Rik","RIKEN cDNA 1810006J02 gene",0.3049,0.6777,0.4499,0.0486,0.0486,0.7966,0.4404
"14035","1456420_at","238247","Arid4a","AT-rich interaction domain 4A",0.3049,0.6777,0.4499,3e-04,3e-04,0.0036,0.9972
"14036","1415733_a_at","68512","Tomm5","translocase of outer mitochondrial membrane 5",0.305,0.6778,0.45,-0.0812,-0.0812,-1.1827,0.2587
"14037","1431360_s_at","70887","Dmrtc1a","DMRT-like family C1a",0.305,0.6778,0.45,-0.0022,-0.0022,-0.0202,0.9842
"14038","1457927_at","226025","Trpm3","transient receptor potential cation channel, subfamily M, member 3",0.305,0.6778,0.45,-0.0798,-0.0798,-0.8411,0.416
"14039","1421594_a_at","83671","Sytl2","synaptotagmin-like 2",0.305,0.6778,0.45,0.0129,0.0129,0.1628,0.8732
"14040","1427953_at","208836","Fanci","Fanconi anemia, complementation group I",0.305,0.6778,0.4499,0.1032,0.1032,1.1443,0.2737
"14041","1419707_at","23927","Krtap14","keratin associated protein 14",0.3051,0.6778,0.4501,-0.1143,-0.1143,-1.0346,0.3203
"14042","1431885_a_at","71711","Mus81","MUS81 structure-specific endonuclease subunit",0.3052,0.6778,0.4503,0.1399,0.1399,2.2996,0.0392
"14043","1431036_a_at","56334","Tmed2","transmembrane p24 trafficking protein 2",0.3052,0.6778,0.4502,-0.0101,-0.0101,-0.1738,0.8648
"14044","1426338_a_at","80883","Ntng1","netrin G1",0.3051,0.6778,0.4501,-0.0874,-0.0874,-0.8424,0.4152
"14045","1439219_at","101786","A730082K24Rik","RIKEN cDNA A730082K24 gene",0.3052,0.6778,0.4502,-0.0223,-0.0223,-0.1962,0.8476
"14046","1443287_at","383787","Ankrd63","ankyrin repeat domain 63",0.3052,0.6778,0.4502,-0.1717,-0.1717,-1.8761,0.0839
"14047","1451512_s_at","227095","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.3051,0.6778,0.4501,-0.0484,-0.0484,-0.879,0.3958
"14048","1440270_at","14167","Fgf12","fibroblast growth factor 12",0.3052,0.6778,0.4502,0.0191,0.0191,0.3012,0.7681
"14049","1429285_at","71907","Serpina9","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",0.3053,0.6779,0.4503,0.0228,0.0228,0.2427,0.8121
"14050","1453078_at","67028","Chmp1b2","charged multivesicular body protein 1B2",0.3053,0.6779,0.4504,0.0527,0.0527,0.9043,0.3828
"14051","1437947_x_at","22333","Vdac1","voltage-dependent anion channel 1",0.3053,0.6779,0.4504,0.051,0.051,0.8698,0.4006
"14052","1416478_a_at","17448","Mdh2","malate dehydrogenase 2, NAD (mitochondrial)",0.3053,0.6779,0.4504,-0.0057,-0.0057,-0.1111,0.9133
"14053","1426043_a_at","12335","Capn3","calpain 3",0.3054,0.678,0.4505,0.1474,0.1474,1.0615,0.3083
"14054","1424696_at","67549","Gpr89","G protein-coupled receptor 89",0.3055,0.678,0.4505,-0.0352,-0.0352,-0.5171,0.614
"14055","1441639_at","70650","Zcchc8","zinc finger, CCHC domain containing 8",0.3055,0.678,0.4505,-0.0756,-0.0756,-0.8406,0.4162
"14056","1442166_at","240058","Cpne5","copine V",0.3055,0.6781,0.4506,-0.0274,-0.0274,-0.4067,0.691
"14057","1425305_at","114565","Zbtb21","zinc finger and BTB domain containing 21",0.3055,0.6781,0.4506,-0.1574,-0.1574,-1.7569,0.1031
"14058","1421333_a_at","80732","Mynn","myoneurin",0.3056,0.6781,0.4506,0.301,0.301,2.2914,0.0398
"14059","1417121_at","14399","Gabra6","gamma-aminobutyric acid type A receptor subunit alpha 6",0.3056,0.6781,0.4507,2e-04,2e-04,0.003,0.9977
"14060","1451007_at","94219","Cnnm2","cyclin M2",0.3057,0.6782,0.4507,-0.0693,-0.0693,-0.8042,0.4361
"14061","1455858_x_at","18976","Pomc","pro-opiomelanocortin-alpha",0.3057,0.6782,0.4507,-1.8681,-1.8681,-2.1656,0.0501
"14062","1460435_at","71997","Smg9","SMG9 nonsense mediated mRNA decay factor",0.3058,0.6782,0.4509,0.0031,0.0031,0.0362,0.9717
"14063","1417814_at","18784","Pla2g5","phospholipase A2, group V",0.3058,0.6782,0.4508,-0.285,-0.285,-2.5704,0.0237
"14064","1443974_at","227120","Plcl1","phospholipase C-like 1",0.3058,0.6782,0.4509,0.0716,0.0716,0.4857,0.6355
"14065","1441449_at","20591","Kdm5c","lysine demethylase 5C",0.3058,0.6782,0.4508,-0.0061,-0.0061,-0.0543,0.9575
"14066","1450197_at","19892","Rpe65","retinal pigment epithelium 65",0.3058,0.6782,0.4508,0.0772,0.0772,0.584,0.5695
"14067","1436359_at","19713","Ret","ret proto-oncogene",0.3059,0.6782,0.451,-0.0166,-0.0166,-0.1729,0.8655
"14068","1415864_at","12183","Bpgm","2,3-bisphosphoglycerate mutase",0.3057,0.6782,0.4508,0.1109,0.1109,1.6804,0.1174
"14069","1426693_x_at","226139","Cox15","cytochrome c oxidase assembly protein 15",0.3058,0.6782,0.4509,0.1846,0.1846,2.3706,0.0344
"14070","1417347_at","66824","Pycard","PYD and CARD domain containing",0.3058,0.6782,0.4508,0.0267,0.0267,0.4183,0.6828
"14071","1425963_at","192650","Cabp7","calcium binding protein 7",0.306,0.6783,0.451,0.1922,0.1922,1.7823,0.0987
"14072","1422392_at","113863","Vmn1r15","vomeronasal 1 receptor 15",0.3059,0.6783,0.451,-0.0398,-0.0398,-0.4688,0.6472
"14073","1421952_at","12338","Capn6","calpain 6",0.306,0.6783,0.451,-0.1063,-0.1063,-0.7986,0.4393
"14074","1427028_at","329252","Lgr6","leucine-rich repeat-containing G protein-coupled receptor 6",0.306,0.6784,0.4511,-0.1335,-0.1335,-1.7051,0.1126
"14075","1457713_at","22592","Ercc5","excision repair cross-complementing rodent repair deficiency, complementation group 5",0.3061,0.6784,0.4512,0.0335,0.0335,0.3799,0.7103
"14076","1458119_at","74011","Slc25a27","solute carrier family 25, member 27",0.3061,0.6784,0.4511,-0.1112,-0.1112,-1.3858,0.1898
"14077","1418888_a_at","27361","Msrb1","methionine sulfoxide reductase B1",0.306,0.6784,0.4511,0.1114,0.1114,1.7002,0.1136
"14078","1425172_at","212541","Rho","rhodopsin",0.3061,0.6784,0.4512,-0.191,-0.191,-1.6308,0.1276
"14079","1433801_at","268759","9930012K11Rik","RIKEN cDNA 9930012K11 gene",0.3061,0.6784,0.4512,-0.0465,-0.0465,-0.519,0.6127
"14080","1415855_at","17311","Kitl","kit ligand",0.3061,0.6784,0.4512,-0.0531,-0.0531,-0.6717,0.5139
"14081","1445275_at","232035","Ccser1","coiled-coil serine rich 1",0.3061,0.6784,0.4512,-0.0935,-0.0935,-1.3178,0.211
"14082","1458407_s_at","224829","Trerf1","transcriptional regulating factor 1",0.3062,0.6785,0.4513,-0.0866,-0.0866,-0.8469,0.4128
"14083","1452382_at","474332","Dnm3os","dynamin 3, opposite strand",0.3062,0.6785,0.4513,0.1389,0.1389,0.8898,0.3902
"14084","1454095_at","75855","4930579H20Rik","RIKEN cDNA 4930579H20 gene",0.3062,0.6785,0.4513,-0.0371,-0.0371,-0.6335,0.5377
"14085","1432549_s_at","108169050","Usp46os2","ubiquitin specific peptidase 46, opposite strand 2",0.3063,0.6785,0.4513,0.0667,0.0667,0.7619,0.4601
"14086","1452603_at","226162","Dpcd","deleted in primary ciliary dyskinesia",0.3063,0.6785,0.4514,-0.0915,-0.0915,-1.4945,0.1596
"14087","1438277_at","230259","E130308A19Rik","RIKEN cDNA E130308A19 gene",0.3063,0.6785,0.4514,-0.1477,-0.1477,-1.5507,0.1457
"14088","1428189_at","66648","Tpgs2","tubulin polyglutamylase complex subunit 2",0.3063,0.6785,0.4514,-0.0105,-0.0105,-0.1834,0.8574
"14089","1419650_at","22763","Zfr","zinc finger RNA binding protein",0.3063,0.6785,0.4515,0.0073,0.0073,0.1137,0.9112
"14090","1434887_at","14299","Ncs1","neuronal calcium sensor 1",0.3063,0.6785,0.4514,0.0555,0.0555,0.8081,0.434
"14091","1428201_at","68544","Trir","telomerase RNA component interacting RNase",0.3064,0.6785,0.4515,-0.0857,-0.0857,-1.2908,0.2199
"14092","1424237_at","67778","Zfp639","zinc finger protein 639",0.3064,0.6786,0.4515,-0.0206,-0.0206,-0.3434,0.737
"14093","1450485_at","20675","Sox3","SRY (sex determining region Y)-box 3",0.3064,0.6786,0.4516,-0.0069,-0.0069,-0.0552,0.9569
"14094","1433587_at","68799","Rgmb","repulsive guidance molecule family member B",0.3065,0.6787,0.4516,-0.108,-0.108,-1.553,0.1451
"14095","1415892_at","20397","Sgpl1","sphingosine phosphate lyase 1",0.3066,0.6788,0.4516,0.116,0.116,1.2767,0.2247
"14096","1434780_at","77521","Mtus2","microtubule associated tumor suppressor candidate 2",0.3066,0.6788,0.4516,-0.0594,-0.0594,-0.9458,0.362
"14097","1433963_a_at","108101","Fermt3","fermitin family member 3",0.3066,0.6788,0.4517,0.2395,0.2395,1.5469,0.1466
"14098","1420746_at","67000","Prl3a1","prolactin family 3, subfamily a, member 1",0.3066,0.6788,0.4517,0.0092,0.0092,0.1025,0.92
"14099","1421872_at","19336","Rab24","RAB24, member RAS oncogene family",0.3066,0.6788,0.4517,0.0048,0.0048,0.0568,0.9556
"14100","1454771_at","102631912","Ndufb1","NADH:ubiquinone oxidoreductase subunit B1",0.3067,0.6789,0.4517,-0.0953,-0.0953,-1.3039,0.2156
"14101","1424498_at","109168","Atl3","atlastin GTPase 3",0.3068,0.679,0.4518,0.0617,0.0617,0.6052,0.5558
"14102","1426760_at","320727","Ipo8","importin 8",0.3068,0.6791,0.4518,-0.0715,-0.0715,-1.1228,0.2824
"14103","1449464_at","16535","Kcnq1","potassium voltage-gated channel, subfamily Q, member 1",0.3069,0.6791,0.4518,0.0877,0.0877,0.9313,0.3691
"14104","1416872_at","56496","Tspan6","tetraspanin 6",0.3069,0.6791,0.4519,-0.0582,-0.0582,-1.1042,0.2901
"14105","1459665_s_at","17540","Irag1","inositol 1,4,5-triphosphate receptor associated 1",0.307,0.6792,0.452,-0.0921,-0.0921,-0.9416,0.364
"14106","1454020_at","77631","4930554H23Rik","RIKEN cDNA 4930554H23 gene",0.3071,0.6792,0.452,-0.1311,-0.1311,-1.7714,0.1006
"14107","1426984_at","71947","Tmem94","transmembrane protein 94",0.3071,0.6792,0.4521,-0.0744,-0.0744,-0.8521,0.41
"14108","1435857_s_at","11803","Aplp1","amyloid beta precursor like protein 1",0.3071,0.6792,0.4522,-0.0464,-0.0464,-0.8117,0.432
"14109","1444092_at","233147","Zfp939","zinc finger protein 939",0.3071,0.6792,0.4522,0.0346,0.0346,0.5468,0.594
"14110","1447955_at","69594","2310026L22Rik","RIKEN cDNA 2310026L22 gene",0.3071,0.6792,0.4521,-0.1209,-0.1209,-1.4192,0.18
"14111","1423385_at","56249","Actr8","ARP8 actin-related protein 8",0.3071,0.6792,0.4521,0.0754,0.0754,1.4567,0.1696
"14112","1432165_at","74529","8430422H06Rik","RIKEN cDNA 8430422H06 gene",0.307,0.6792,0.452,0.1119,0.1119,1.1093,0.288
"14113","1436278_at","72018","Fundc1","FUN14 domain containing 1",0.3069,0.6792,0.4519,0.0842,0.0842,1.1127,0.2866
"14114","1429853_at","75524","Tex48","testis expressed 48",0.3069,0.6792,0.4519,0.0076,0.0076,0.0965,0.9247
"14115","1452605_at","208967","Thnsl1","threonine synthase-like 1 (bacterial)",0.3071,0.6792,0.4522,0.0905,0.0905,1.0809,0.3
"14116","1448810_at","50798","Gne","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",0.3071,0.6792,0.4522,-0.0665,-0.0665,-1.0347,0.3202
"14117","1429786_a_at","52696","Zwint","ZW10 interactor",0.3072,0.6792,0.4523,0.3644,0.3644,2.0731,0.0592
"14118","1443989_at","94090","Trim9","tripartite motif-containing 9",0.3073,0.6793,0.4524,-0.1537,-0.1537,-2.1495,0.0516
"14119","1416057_at","104130","Ndufb11","NADH:ubiquinone oxidoreductase subunit B11",0.3073,0.6793,0.4523,-0.0211,-0.0211,-0.3119,0.7602
"14120","1450622_at","12927","Bcar1","breast cancer anti-estrogen resistance 1",0.3073,0.6793,0.4524,-0.0705,-0.0705,-1.0714,0.304
"14121","1419123_a_at","54635","Pdgfc","platelet-derived growth factor, C polypeptide",0.3073,0.6793,0.4523,0.1818,0.1818,2.3343,0.0368
"14122","1455212_at","268933","Wdr24","WD repeat domain 24",0.3073,0.6793,0.4523,-0.0528,-0.0528,-0.8967,0.3866
"14123","1418184_at","66570","Cenpm","centromere protein M",0.3073,0.6793,0.4524,-0.0822,-0.0822,-0.8835,0.3935
"14124","1418567_a_at","20813","Srp14","signal recognition particle 14",0.3073,0.6793,0.4524,0.0388,0.0388,0.5859,0.5683
"14125","1421666_a_at","11298","Aanat","arylalkylamine N-acetyltransferase",0.3074,0.6793,0.4524,-0.1693,-0.1693,-2.4114,0.0319
"14126","1427768_s_at","17897","Myl3","myosin, light polypeptide 3",0.3074,0.6794,0.4525,0.0421,0.0421,0.338,0.7409
"14127","1429266_at","328789","Lhfpl5","lipoma HMGIC fusion partner-like 5",0.3076,0.6796,0.4526,0.0202,0.0202,0.2903,0.7763
"14128","1442884_at","15234","Hgf","hepatocyte growth factor",0.3076,0.6796,0.4526,-0.0096,-0.0096,-0.0696,0.9456
"14129","1437249_at","78473","Skap1","src family associated phosphoprotein 1",0.3076,0.6796,0.4526,-0.0099,-0.0099,-0.1415,0.8897
"14130","1440224_at","100689703","9330133O14Rik","RIKEN cDNA 9330133O14 gene",0.3077,0.6796,0.4527,-0.0988,-0.0988,-0.9372,0.3663
"14131","1435033_at","226970","Arhgef4","Rho guanine nucleotide exchange factor 4",0.3077,0.6796,0.4527,-0.0374,-0.0374,-0.6669,0.5169
"14132","1429050_at","74277","Chic2","cysteine-rich hydrophobic domain 2",0.3076,0.6796,0.4526,0.1451,0.1451,2.1419,0.0523
"14133","1422252_a_at","12532","Cdc25c","cell division cycle 25C",0.3077,0.6796,0.4526,-0.059,-0.059,-0.4654,0.6495
"14134","1418143_at","22365","Vps45","vacuolar protein sorting 45",0.3077,0.6796,0.4527,-0.06,-0.06,-0.9362,0.3667
"14135","1433776_at","108927","Lhfpl6","LHFPL tetraspan subfamily member 6",0.3079,0.6797,0.4529,0.0061,0.0061,0.0972,0.9241
"14136","1434647_at","268780","Egflam","EGF-like, fibronectin type III and laminin G domains",0.3078,0.6797,0.4528,0.0869,0.0869,0.9049,0.3825
"14137","1432031_at","75370","4930563E18Rik","RIKEN cDNA 4930563E18 gene",0.3078,0.6797,0.4528,0.1478,0.1478,1.1029,0.2906
"14138","1445459_at","20609","Sstr5","somatostatin receptor 5",0.3078,0.6797,0.4528,0.0041,0.0041,0.0352,0.9725
"14139","1427192_a_at","78656","Brd8","bromodomain containing 8",0.3079,0.6797,0.4529,-0.0167,-0.0167,-0.2551,0.8028
"14140","1432016_a_at","67834","Idh3a","isocitrate dehydrogenase 3 (NAD+) alpha",0.3077,0.6797,0.4527,-0.0264,-0.0264,-0.4343,0.6714
"14141","1433780_at","170644","Ubn1","ubinuclein 1",0.3079,0.6797,0.453,0.1442,0.1442,1.5651,0.1423
"14142","1460025_at","269473","Lrig2","leucine-rich repeats and immunoglobulin-like domains 2",0.3079,0.6797,0.4529,-0.1316,-0.1316,-1.4983,0.1586
"14143","1449503_at","16646","Kpna1","karyopherin subunit alpha 1",0.308,0.6798,0.453,2e-04,2e-04,0.0024,0.9981
"14144","1418678_at","15117","Has2","hyaluronan synthase 2",0.308,0.6798,0.453,0.1844,0.1844,1.6311,0.1275
"14145","1452209_at","227937","Pkp4","plakophilin 4",0.3081,0.6799,0.4531,-0.0082,-0.0082,-0.1543,0.8798
"14146","1429934_at","75013","Ct55","cancer/testis antigen 55",0.308,0.6799,0.4531,0.1008,0.1008,1.2731,0.2259
"14147","1422895_at","53330","Vamp4","vesicle-associated membrane protein 4",0.3082,0.68,0.4532,-0.0719,-0.0719,-1.3522,0.2
"14148","1430837_a_at","17190","Mbd1","methyl-CpG binding domain protein 1",0.3082,0.6801,0.4532,-0.3584,-0.3584,-1.4248,0.1785
"14149","1423453_at","97961","Nol12","nucleolar protein 12",0.3083,0.6801,0.4533,-0.123,-0.123,-1.5814,0.1385
"14150","1456243_x_at","17210","Mcl1","myeloid cell leukemia sequence 1",0.3083,0.6801,0.4533,0.0321,0.0321,0.4618,0.6521
"14151","1437559_at","52882","Rgs7bp","regulator of G-protein signalling 7 binding protein",0.3083,0.6801,0.4533,-0.0545,-0.0545,-0.7213,0.4838
"14152","1437725_x_at","69742","Tm2d2","TM2 domain containing 2",0.3083,0.6801,0.4532,-0.1003,-0.1003,-1.4449,0.1728
"14153","1436056_at","16554","Kif13b","kinesin family member 13B",0.3083,0.6801,0.4533,-0.1302,-0.1302,-1.6715,0.1192
"14154","1437548_at","12121","Bicd1","BICD cargo adaptor 1",0.3084,0.6802,0.4534,0.0759,0.0759,0.5428,0.5967
"14155","1423873_at","67207","Lsm1","LSM1 homolog, mRNA degradation associated",0.3084,0.6803,0.4534,-0.0912,-0.0912,-1.279,0.2239
"14156","1417568_at","52589","Ncald","neurocalcin delta",0.3086,0.6805,0.4534,-0.0087,-0.0087,-0.1573,0.8775
"14157","1426479_a_at","72029","Cnpy3","canopy FGF signaling regulator 3",0.3086,0.6805,0.4535,-0.0248,-0.0248,-0.267,0.7938
"14158","1458871_at","243084","Tmprss11e","transmembrane protease, serine 11e",0.3088,0.6807,0.4536,-0.0992,-0.0992,-1.0467,0.3149
"14159","1445972_at","22283","Ush2a","usherin",0.3088,0.6808,0.4536,0.0537,0.0537,0.7605,0.4609
"14160","1425566_at","19712","Rest","RE1-silencing transcription factor",0.3088,0.6808,0.4536,0.0402,0.0402,0.6247,0.5433
"14161","1426735_at","381314","Iars2","isoleucine-tRNA synthetase 2, mitochondrial",0.3088,0.6808,0.4536,0.1196,0.1196,1.5215,0.1528
"14162","1439479_at","226413","Lct","lactase",0.3089,0.6808,0.4537,-0.1137,-0.1137,-1.5275,0.1513
"14163","1426667_a_at","77053","Sun1","Sad1 and UNC84 domain containing 1",0.3089,0.6808,0.4537,0.0014,0.0014,0.0079,0.9938
"14164","1434629_at","320633","Zbtb26","zinc finger and BTB domain containing 26",0.3089,0.6808,0.4537,-0.1391,-0.1391,-1.8615,0.0861
"14165","1452729_at","68563","Dpm3","dolichyl-phosphate mannosyltransferase polypeptide 3",0.3089,0.6809,0.4537,0.6286,0.6286,1.4773,0.1641
"14166","1446477_at","52521","Zfp622","zinc finger protein 622",0.309,0.6809,0.4538,0.1399,0.1399,1.4088,0.1831
"14167","1436230_at","382045","Adgrg5","adhesion G protein-coupled receptor G5",0.309,0.681,0.4538,-0.1404,-0.1404,-0.9076,0.3811
"14168","1445503_at","279618","Gm715","predicted gene 715",0.3091,0.6811,0.4538,-0.081,-0.081,-1.0543,0.3115
"14169","1458718_at","243025","Tmem156","transmembrane protein 156",0.3091,0.6811,0.4538,-0.0187,-0.0187,-0.1594,0.8759
"14170","1420616_at","23808","Ash2l","ASH2 like histone lysine methyltransferase complex subunit",0.3091,0.6811,0.4539,0.033,0.033,0.5192,0.6126
"14171","1449709_s_at","11907","Ate1","arginyltransferase 1",0.3091,0.6811,0.4539,0.0071,0.0071,0.136,0.894
"14172","1425660_at","228662","Btbd3","BTB domain containing 3",0.3092,0.6811,0.454,-0.0509,-0.0509,-0.3767,0.7126
"14173","1437015_x_at","18778","Pla2g1b","phospholipase A2, group IB, pancreas",0.3092,0.6811,0.454,-0.0284,-0.0284,-0.46,0.6533
"14174","1456779_a_at","78108","Particl","promoter of Mat2a antisense radiation induced circulating long non-coding RNA",0.3094,0.6811,0.4542,0.1743,0.1743,0.9938,0.339
"14175","1458890_at","654798","D030055H07Rik","RIKEN cDNA D030055H07 gene",0.3094,0.6811,0.4541,-0.1329,-0.1329,-1.2409,0.2372
"14176","1426792_s_at","100213","Rusc2","RUN and SH3 domain containing 2",0.3094,0.6811,0.4542,-0.0233,-0.0233,-0.4426,0.6655
"14177","1452401_at","60532","Wtap","WT1 associating protein",0.3093,0.6811,0.454,0.0023,0.0023,0.0227,0.9822
"14178","1418928_a_at","67099","Mettl21a","methyltransferase 21A, HSPA lysine",0.3095,0.6811,0.4543,-0.1202,-0.1202,-1.452,0.1709
"14179","1425323_a_at","214917","Antkmt","adenine nucleotide translocase lysine methyltransferase",0.3093,0.6811,0.4541,0.0054,0.0054,0.0878,0.9315
"14180","1435689_at","381062","Ermard","ER membrane associated RNA degradation",0.3095,0.6811,0.4543,0.1078,0.1078,1.7417,0.1058
"14181","1431530_a_at","56224","Tspan5","tetraspanin 5",0.3094,0.6811,0.4543,-0.0887,-0.0887,-0.5551,0.5886
