"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_140572_coefficient","contrast_140572_log2fc","contrast_140572_tstat","contrast_140572_pvalue","contrast_140573_coefficient","contrast_140573_log2fc","contrast_140573_tstat","contrast_140573_pvalue"
"13699",10484695,"258317","Or12e10","olfactory receptor family 12 subfamily E member 10",0.0463,0.0825,0.5608,0.0157,0.0157,0.2041,0.8417,0.2096,0.2096,2.7319,0.0182
"13700",10581902,"23837","Cfdp1","craniofacial development protein 1",0.0463,0.0826,0.5608,-0.1431,-0.1431,-2.1647,0.0512,-0.1615,-0.1615,-2.4435,0.0309
"13701",10606058,"12766","Cxcr3","C-X-C motif chemokine receptor 3",0.0464,0.0826,0.5609,0.2741,0.2741,2.6785,0.0201,0.0028,0.0028,0.0269,0.979
"13702",10373768,"114679","Selenom","selenoprotein M",0.0464,0.0826,0.5609,-0.2615,-0.2615,-2.8234,0.0153,-0.0684,-0.0684,-0.7385,0.4744
"13703",10488299,"627302","Gm14092","predicted gene 14092",0.0464,0.0826,0.561,-0.2995,-0.2995,-2.8161,0.0156,-0.1294,-0.1294,-1.2172,0.2469
"13704",10539143,"67442","Retsat","retinol saturase (all trans retinol 13,14 reductase)",0.0464,0.0827,0.561,-0.3235,-0.3235,-2.5222,0.0268,-0.2634,-0.2634,-2.0538,0.0624
"13705",10441064,"13185","Vps26c","VPS26 endosomal protein sorting factor C",0.0464,0.0827,0.5611,0.1485,0.1485,2.2448,0.0444,0.1571,0.1571,2.3749,0.0351
"13706",10456793,"66191","Ier3ip1","immediate early response 3 interacting protein 1",0.0464,0.0827,0.5611,-0.1725,-0.1725,-2.2069,0.0475,-0.1882,-0.1882,-2.4075,0.033
"13707",10414533,"75019","Rnase10","ribonuclease, RNase A family, 10 (non-active)",0.0464,0.0827,0.5612,0.1273,0.1273,1.5058,0.1579,-0.1486,-0.1486,-1.7578,0.1042
"13708",10401852,"75216","Cep128","centrosomal protein 128",0.0465,0.0828,0.5612,-0.2179,-0.2179,-2.3369,0.0376,-0.213,-0.213,-2.2843,0.0413
"13709",10428554,"68135","Eif3h","eukaryotic translation initiation factor 3, subunit H",0.0465,0.0829,0.5613,0.1219,0.1219,2.8235,0.0153,0.0331,0.0331,0.7656,0.4587
"13710",10372750,"71902","Cand1","cullin associated and neddylation disassociated 1",0.0465,0.0829,0.5614,-0.2649,-0.2649,-2.4902,0.0284,0.0464,0.0464,0.4365,0.6702
"13711",10574780,"15484","Hsd11b2","hydroxysteroid 11-beta dehydrogenase 2",0.0465,0.0829,0.5613,0.2704,0.2704,2.7536,0.0175,0.0298,0.0298,0.3039,0.7664
"13712",10602719,"69361","Cypt3","cysteine-rich perinuclear theca 3",0.0465,0.0829,0.5614,0.2377,0.2377,2.8254,0.0153,0.0675,0.0675,0.803,0.4376
"13713",10442052,"100862203","Gm6712","predicted gene 6712",0.0466,0.0829,0.5615,-0.5342,-0.5342,-2.5984,0.0233,-0.395,-0.395,-1.9212,0.0787
"13714",10495001,"229675","Rsbn1","rosbin, round spermatid basic protein 1",0.0466,0.083,0.5615,0.1443,0.1443,1.7708,0.1019,0.2175,0.2175,2.6699,0.0204
"13715",10373143,"110962","Mbd6","methyl-CpG binding domain protein 6",0.0467,0.0831,0.5617,0.1504,0.1504,1.832,0.0918,-0.1166,-0.1166,-1.4197,0.1811
"13716",10420390,"57258","Xpo4","exportin 4",0.0467,0.0831,0.5617,0.1701,0.1701,2.5345,0.0262,0.136,0.136,2.0262,0.0655
"13717",10416004,"380912","Zfp395","zinc finger protein 395",0.0467,0.0831,0.5617,-0.2686,-0.2686,-2.8063,0.0158,-0.0585,-0.0585,-0.611,0.5526
"13718",10466182,"269063","Ms4a5","membrane-spanning 4-domains, subfamily A, member 5",0.0467,0.0831,0.5618,0.1282,0.1282,1.6919,0.1164,0.2046,0.2046,2.6996,0.0193
"13719",10416169,"14714","Gnrh1","gonadotropin releasing hormone 1",0.0467,0.0831,0.5618,-0.2041,-0.2041,-2.3306,0.038,-0.2002,-0.2002,-2.2856,0.0412
"13720",10347282,"435626","Rufy4","RUN and FYVE domain containing 4",0.0468,0.0833,0.5619,0.2037,0.2037,2.808,0.0158,0.0461,0.0461,0.6357,0.5369
"13721",10399882,"71916","Dus4l","dihydrouridine synthase 4 like",0.0468,0.0833,0.5619,0.2542,0.2542,2.1765,0.0502,0.2832,0.2832,2.425,0.032
"13722",10385083,"216643","Gabrp","gamma-aminobutyric acid type A receptor subunit pi",0.0469,0.0834,0.562,0.0551,0.0551,0.7339,0.4771,-0.1747,-0.1747,-2.3275,0.0382
"13723",10432601,"21422","Tfcp2","transcription factor CP2",0.0469,0.0834,0.562,-0.1707,-0.1707,-2.825,0.0153,-0.0553,-0.0553,-0.9148,0.3783
"13724",10549256,"16653","Kras","Kirsten rat sarcoma viral oncogene homolog",0.0469,0.0834,0.5621,-0.0821,-0.0821,-0.8386,0.4181,-0.2765,-0.2765,-2.8226,0.0154
"13725",10502565,"80797","Clca3a2","chloride channel accessory 3A2",0.0469,0.0834,0.5622,0.4041,0.4041,2.8028,0.0159,0.087,0.087,0.6036,0.5573
"13726",10509168,"242705","E2f2","E2F transcription factor 2",0.0469,0.0835,0.5622,0.189,0.189,2.1839,0.0495,-0.0831,-0.0831,-0.9604,0.3558
"13727",10430365,"20607","Sstr3","somatostatin receptor 3",0.047,0.0836,0.5623,0.163,0.163,2.3976,0.0336,-0.0413,-0.0413,-0.607,0.5551
"13728",10425801,"12124","Bik","BCL2-interacting killer",0.047,0.0836,0.5623,-0.0616,-0.0616,-0.5893,0.5666,-0.2927,-0.2927,-2.7999,0.016
"13729",10496379,"51788","H2az1","H2A.Z variant histone 1",0.0471,0.0837,0.5625,0.0828,0.0828,1.128,0.2814,0.2067,0.2067,2.8154,0.0156
"13730",10539773,"14583","Gfpt1","glutamine fructose-6-phosphate transaminase 1",0.0471,0.0837,0.5626,0.1321,0.1321,2.3565,0.0362,-0.038,-0.038,-0.6783,0.5104
"13731",10348889,"98314","D2hgdh","D-2-hydroxyglutarate dehydrogenase",0.0472,0.0838,0.5627,-0.2435,-0.2435,-2.6517,0.0211,0.0023,0.0023,0.0249,0.9806
"13732",10501402,"76123","Gpsm2","G-protein signalling modulator 2 (AGS3-like, C. elegans)",0.0472,0.0838,0.5628,-0.2277,-0.2277,-2.6473,0.0213,-0.155,-0.155,-1.8018,0.0967
"13733",10498415,"72162","Dhx36","DEAH-box helicase 36",0.0472,0.0839,0.5628,0.1916,0.1916,2.4986,0.028,0.1586,0.1586,2.0675,0.0609
"13734",10381539,"68401","G6pc3","glucose 6 phosphatase, catalytic, 3",0.0472,0.0839,0.5629,-0.1498,-0.1498,-2.2889,0.041,0.0518,0.0518,0.7914,0.4441
"13735",10566599,"258180","Or2ag17","olfactory receptor family 2 subfamily AG member 17",0.0473,0.084,0.5629,0.1458,0.1458,2.1184,0.0557,-0.0722,-0.0722,-1.0489,0.3148
"13736",10376007,"71774","Shroom1","shroom family member 1",0.0473,0.084,0.5629,0.0313,0.0313,0.5119,0.618,-0.1494,-0.1494,-2.4441,0.0309
"13737",10379740,"217026","Heatr6","HEAT repeat containing 6",0.0473,0.084,0.5629,0.0466,0.0466,0.7363,0.4757,0.1779,0.1779,2.8121,0.0157
"13738",10413161,"234594","Cnot1","CCR4-NOT transcription complex, subunit 1",0.0473,0.084,0.563,0.0696,0.0696,1.2384,0.2392,0.1575,0.1575,2.8015,0.016
"13739",10567430,"381917","Dnah3","dynein, axonemal, heavy chain 3",0.0473,0.084,0.563,-0.0671,-0.0671,-0.5746,0.5762,0.2814,0.2814,2.4109,0.0328
"13740",10392601,"76184","Abca6","ATP-binding cassette, sub-family A member 6",0.0473,0.084,0.5631,0.2475,0.2475,2.8174,0.0155,0.0914,0.0914,1.0408,0.3185
"13741",10427677,"320277","Spef2","sperm flagellar 2",0.0473,0.0841,0.5631,-0.1324,-0.1324,-1.4251,0.1796,0.169,0.169,1.8185,0.094
"13742",10590915,"244694","Kdm4d","lysine (K)-specific demethylase 4D",0.0474,0.0841,0.5632,0.2608,0.2608,2.5956,0.0234,0.1911,0.1911,1.9021,0.0814
"13743",10600857,"15203","Heph","hephaestin",0.0474,0.0841,0.5631,0.136,0.136,2.4412,0.0311,-0.0287,-0.0287,-0.5154,0.6156
"13744",10441167,"385668","Lca5l","Leber congenital amaurosis 5-like",0.0474,0.0841,0.5632,0.1036,0.1036,1.7322,0.1088,0.1599,0.1599,2.6739,0.0202
"13745",10405234,"107686","Snrpd2","small nuclear ribonucleoprotein D2",0.0474,0.0842,0.5633,-0.0716,-0.0716,-1.2311,0.2418,-0.1628,-0.1628,-2.8007,0.016
"13746",10477512,"228802","Bpifb5","BPI fold containing family B, member 5",0.0474,0.0842,0.5634,0.1543,0.1543,2.815,0.0156,0.058,0.058,1.0583,0.3107
"13747",10550925,"232969","Zfp428","zinc finger protein 428",0.0475,0.0843,0.5635,-0.0404,-0.0404,-0.6694,0.5159,-0.1691,-0.1691,-2.8031,0.0159
"13748",10593460,"235345","Hoatz","HOATZ cilia and flagella associated protein",0.0475,0.0844,0.5636,0.0753,0.0753,0.76,0.4619,0.2785,0.2785,2.8105,0.0157
"13749",10486956,"214593","Duox2","dual oxidase 2",0.0476,0.0844,0.5636,0.1787,0.1787,2.2023,0.0479,0.1939,0.1939,2.3895,0.0341
"13750",10432652,"109901","Cela1","chymotrypsin-like elastase family, member 1",0.0476,0.0844,0.5636,0.1339,0.1339,1.8533,0.0885,0.1892,0.1892,2.6173,0.0225
"13751",10357155,"16324","Inhbb","inhibin beta-B",0.0477,0.0845,0.5637,-0.0307,-0.0307,-0.3592,0.7257,0.2146,0.2146,2.5129,0.0272
"13752",10392259,"66313","Smurf2","SMAD specific E3 ubiquitin protein ligase 2",0.0477,0.0846,0.5637,-0.1717,-0.1717,-1.7285,0.1095,-0.2653,-0.2653,-2.6709,0.0204
"13753",10590149,"102448","Xylb","xylulokinase homolog (H. influenzae)",0.0477,0.0846,0.5638,0.269,0.269,2.7254,0.0184,0.0242,0.0242,0.245,0.8106
"13754",10493449,"21827","Thbs3","thrombospondin 3",0.0477,0.0847,0.5638,-0.1263,-0.1263,-2.4849,0.0287,0.0212,0.0212,0.4173,0.6838
"13755",10583215,"77116","Mtmr2","myotubularin related protein 2",0.0478,0.0847,0.5639,0.0923,0.0923,1.5518,0.1466,0.1624,0.1624,2.7302,0.0182
"13756",10382421,"217302","Gpr142","G protein-coupled receptor 142",0.0478,0.0847,0.5639,-0.0158,-0.0158,-0.1658,0.8711,-0.2573,-0.2573,-2.7034,0.0192
"13757",10413930,"105511","Fam170b","family with sequence similarity 170, member B",0.0478,0.0847,0.564,0.0759,0.0759,0.8253,0.4253,-0.208,-0.208,-2.2609,0.0431
"13758",10500547,"15493","Hsd3b2","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",0.0478,0.0848,0.564,0.1649,0.1649,1.9422,0.0759,-0.1079,-0.1079,-1.2713,0.2277
"13759",10414315,"72391","Cdkn3","cyclin dependent kinase inhibitor 3",0.0479,0.0849,0.5642,0.0977,0.0977,1.5969,0.1362,0.1661,0.1661,2.7152,0.0188
"13760",10470296,"387145","Mir126a","microRNA 126a",0.0479,0.0849,0.5642,0.295,0.295,2.8116,0.0157,0.0929,0.0929,0.8853,0.3934
"13761",10539002,"22644","Rnf103","ring finger protein 103",0.0479,0.0849,0.5642,-0.1376,-0.1376,-2.0375,0.0642,0.0775,0.0775,1.1481,0.2733
"13762",10511631,"208890","Slc26a7","solute carrier family 26, member 7",0.0479,0.0849,0.5643,-0.3674,-0.3674,-2.6513,0.0211,-0.2448,-0.2448,-1.7671,0.1026
"13763",10413255,"278672","Duxbl1","double homeobox B-like 1",0.048,0.085,0.5644,-0.071,-0.071,-0.7702,0.4561,-0.2588,-0.2588,-2.8062,0.0158
"13764",10450835,"76797","2410137M14Rik","RIKEN cDNA 2410137M14 gene",0.0479,0.085,0.5643,0.0866,0.0866,1.327,0.2092,0.1813,0.1813,2.7794,0.0166
"13765",10413265,"278672","Duxbl1","double homeobox B-like 1",0.048,0.085,0.5644,-0.071,-0.071,-0.7702,0.4561,-0.2588,-0.2588,-2.8062,0.0158
"13766",10458417,"100038509","Gm10544","predicted gene 10544",0.048,0.085,0.5644,0.2477,0.2477,2.8107,0.0157,0.0777,0.0777,0.8811,0.3956
"13767",10455472,"70640","Dcp2","decapping mRNA 2",0.048,0.085,0.5644,0.0355,0.0355,0.3944,0.7002,0.2479,0.2479,2.7557,0.0174
"13768",10581538,"18104","Nqo1","NAD(P)H dehydrogenase, quinone 1",0.048,0.085,0.5645,-0.1762,-0.1762,-2.1384,0.0537,-0.2005,-0.2005,-2.4333,0.0315
"13769",10414350,"67296","Socs4","suppressor of cytokine signaling 4",0.048,0.0851,0.5645,0.1239,0.1239,1.4459,0.1738,0.2361,0.2361,2.7545,0.0174
"13770",10555256,"100038557","Gm10605","predicted gene 10605",0.048,0.0851,0.5646,-0.0173,-0.0173,-0.2336,0.8192,-0.2011,-0.2011,-2.7187,0.0186
"13771",10536527,"12343","Capza2","capping actin protein of muscle Z-line subunit alpha 2",0.0481,0.0852,0.5646,-0.1195,-0.1195,-2.0071,0.0678,0.0705,0.0705,1.185,0.2589
"13772",10388337,"18472","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",0.0481,0.0853,0.5647,-0.1599,-0.1599,-2.5835,0.0239,-0.1177,-0.1177,-1.9015,0.0815
"13773",10552270,"70227","Zfp619","zinc finger protein 619",0.0482,0.0853,0.5647,0.3579,0.3579,2.7945,0.0162,0.1539,0.1539,1.2018,0.2526
"13774",10468802,"76539","Fam204a","family with sequence similarity 204, member A",0.0482,0.0853,0.5647,0.0457,0.0457,0.7197,0.4855,-0.1472,-0.1472,-2.32,0.0387
"13775",10561142,"330490","Nlrp9c","NLR family, pyrin domain containing 9C",0.0482,0.0853,0.5648,0.1001,0.1001,1.2565,0.2328,-0.1554,-0.1554,-1.9496,0.0749
"13776",10371466,"27204","Syn3","synapsin III",0.0482,0.0854,0.5649,-0.1883,-0.1883,-2.2307,0.0455,-0.1986,-0.1986,-2.3523,0.0365
"13777",10590479,"382118","Zkscan7","zinc finger with KRAB and SCAN domains 7",0.0483,0.0854,0.5649,-0.1722,-0.1722,-1.9006,0.0816,0.1191,0.1191,1.3152,0.213
"13778",10384183,"192950","Nacad","NAC alpha domain containing",0.0483,0.0854,0.5649,0.1726,0.1726,2.4909,0.0284,-0.0271,-0.0271,-0.3916,0.7022
"13779",10387768,"11370","Acadvl","acyl-Coenzyme A dehydrogenase, very long chain",0.0483,0.0854,0.5649,0.1155,0.1155,1.8444,0.0899,-0.0865,-0.0865,-1.3812,0.1924
"13780",10582694,"69627","Fam89a","family with sequence similarity 89, member A",0.0483,0.0854,0.565,0.2106,0.2106,2.5234,0.0267,0.1671,0.1671,2.0019,0.0684
"13781",10422635,"12274","C6","complement component 6",0.0483,0.0855,0.565,0.1336,0.1336,2.3998,0.0335,-0.032,-0.032,-0.574,0.5765
"13782",10556133,"56291","Styx","serine/threonine/tyrosine interaction protein",0.0483,0.0855,0.565,-0.3447,-0.3447,-2.6696,0.0204,-0.2207,-0.2207,-1.709,0.1131
"13783",10453178,"225028","Map4k3","mitogen-activated protein kinase kinase kinase kinase 3",0.0483,0.0855,0.5651,0.1924,0.1924,2.7002,0.0193,0.0126,0.0126,0.1769,0.8625
"13784",10503190,"320790","Chd7","chromodomain helicase DNA binding protein 7",0.0483,0.0855,0.5651,-0.1844,-0.1844,-1.4519,0.1721,0.2262,0.2262,1.7811,0.1002
"13785",10450858,"258051","Or2h1b","olfactory receptor family 2 subfamily H member 1B",0.0483,0.0855,0.5651,0.0916,0.0916,0.8475,0.4133,0.3032,0.3032,2.8056,0.0159
"13786",10502417,"668661","2410002F23Rik","RIKEN cDNA 2410002F23 gene",0.0484,0.0856,0.5653,-0.1689,-0.1689,-2.6444,0.0214,3e-04,3e-04,0.005,0.9961
"13787",10417950,"17423","Ndst2","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2",0.0484,0.0856,0.5653,0.1395,0.1395,1.4764,0.1656,0.259,0.259,2.7425,0.0178
"13788",10451372,"71461","Ptk7","PTK7 protein tyrosine kinase 7",0.0484,0.0856,0.5654,-0.0226,-0.0226,-0.3523,0.7307,-0.1758,-0.1758,-2.7425,0.0178
"13789",10409053,"67911","Zfp169","zinc finger protein 169",0.0484,0.0856,0.5654,-0.1784,-0.1784,-2.6771,0.0201,-0.1123,-0.1123,-1.685,0.1178
"13790",10373600,"71664","Tmt1b","thiol methyltransferase 1B",0.0485,0.0857,0.5654,0.2,0.2,2.6469,0.0213,0.1329,0.1329,1.759,0.104
"13791",10506968,"230603","Ttc39a","tetratricopeptide repeat domain 39A",0.0485,0.0857,0.5655,-0.0739,-0.0739,-1.0941,0.2953,-0.1891,-0.1891,-2.8002,0.016
"13792",10552090,"381970","Scgb2b2","secretoglobin, family 2B, member 2",0.0485,0.0857,0.5655,0.2095,0.2095,2.4431,0.031,-0.0416,-0.0416,-0.4854,0.6361
"13793",10532463,"56361","Pus1","pseudouridine synthase 1",0.0485,0.0858,0.5656,-0.0159,-0.0159,-0.2271,0.8241,-0.1903,-0.1903,-2.7111,0.0189
"13794",10478884,"20613","Snai1","snail family zinc finger 1",0.0485,0.0858,0.5656,0.2293,0.2293,2.6546,0.021,0.0028,0.0028,0.0324,0.9747
"13795",10497079,"19218","Ptger3","prostaglandin E receptor 3 (subtype EP3)",0.0486,0.0859,0.5657,-0.0356,-0.0356,-0.5105,0.6189,-0.1933,-0.1933,-2.7696,0.017
"13796",10587231,"12160","Bmp5","bone morphogenetic protein 5",0.0486,0.0859,0.5657,-0.3985,-0.3985,-2.7953,0.0162,-0.1034,-0.1034,-0.7251,0.4823
"13797",10370330,"100191037","Krtap10-4","keratin associated protein 10-4",0.0486,0.0859,0.5657,-0.0463,-0.0463,-0.3566,0.7276,-0.3562,-0.3562,-2.7408,0.0179
"13798",10349108,"20724","Serpinb5","serine (or cysteine) peptidase inhibitor, clade B, member 5",0.0486,0.0859,0.5658,0.1418,0.1418,1.5786,0.1404,-0.149,-0.149,-1.6584,0.1231
"13799",10577179,"66501","1700029H14Rik","RIKEN cDNA 1700029H14 gene",0.0486,0.0859,0.5658,0.2887,0.2887,2.8021,0.016,0.0868,0.0868,0.8429,0.4158
"13800",10552462,"317653","Klk14","kallikrein related-peptidase 14",0.0486,0.0859,0.5658,0.1257,0.1257,1.4394,0.1756,-0.1561,-0.1561,-1.7884,0.0989
"13801",10531286,"22334","Vdac2","voltage-dependent anion channel 2",0.0486,0.0859,0.5659,-0.1528,-0.1528,-2.8035,0.0159,-0.0518,-0.0518,-0.9507,0.3605
"13802",10590269,"17433","Mobp","myelin-associated oligodendrocytic basic protein",0.0487,0.086,0.566,0.205,0.205,2.0098,0.0675,-0.1195,-0.1195,-1.1717,0.264
"13803",10591281,"53867","Col5a3","collagen, type V, alpha 3",0.0487,0.0861,0.5661,0.2171,0.2171,2.5823,0.024,0.1586,0.1586,1.8865,0.0836
"13804",10355836,"19711","Resp18","regulated endocrine-specific protein 18",0.0487,0.0861,0.5661,-0.2935,-0.2935,-2.0035,0.0682,-0.3684,-0.3684,-2.5147,0.0271
"13805",10584522,"258283","Or10g6","olfactory receptor family 10 subfamily G member 6",0.0488,0.0861,0.5662,-0.0326,-0.0326,-0.5211,0.6118,-0.173,-0.173,-2.7692,0.017
"13806",10555844,"259058","Or52d1","olfactory receptor family 52 subfamily D member 1",0.0488,0.0862,0.5662,0.191,0.191,1.6891,0.1169,-0.1746,-0.1746,-1.5441,0.1485
"13807",10594652,"80907","Lactb","lactamase, beta",0.0488,0.0862,0.5663,-0.045,-0.045,-0.6772,0.5111,-0.1854,-0.1854,-2.7883,0.0164
"13808",10537347,"100039355","Rps16-ps2","ribosomal protein S16, pseudogene 2",0.0488,0.0862,0.5663,0.0108,0.0108,0.1402,0.8908,-0.2,-0.2,-2.5909,0.0236
"13809",10418244,"791355","Arf4os","ADP-ribosylation factor 4, opposite strand",0.0488,0.0862,0.5663,0.1987,0.1987,2.5622,0.0249,-0.0165,-0.0165,-0.2132,0.8348
"13810",10388623,"751519","Mir423","microRNA 423",0.0488,0.0862,0.5664,-0.1694,-0.1694,-2.754,0.0175,-0.0269,-0.0269,-0.4371,0.6698
"13811",10495042,"71887","Ppm1j","protein phosphatase 1J",0.0488,0.0862,0.5665,0.123,0.123,1.7037,0.1141,-0.1103,-0.1103,-1.528,0.1524
"13812",10426880,"75002","Tmprss12","transmembrane (C-terminal) protease, serine 12",0.0488,0.0862,0.5664,0.1364,0.1364,1.916,0.0794,-0.0916,-0.0916,-1.2873,0.2222
"13813",10424493,"21819","Tg","thyroglobulin",0.0489,0.0862,0.5665,0.1296,0.1296,2.745,0.0177,0.0185,0.0185,0.3909,0.7027
"13814",10559758,"81013","Vmn1r65","vomeronasal 1 receptor 65",0.0489,0.0862,0.5665,0.3195,0.3195,2.7059,0.0191,0.0261,0.0261,0.2209,0.8289
"13815",10402080,"217827","Nrde2","nrde-2 necessary for RNA interference, domain containing",0.0489,0.0863,0.5666,0.1385,0.1385,1.5611,0.1444,0.2407,0.2407,2.712,0.0189
"13816",10586491,"13143","Dapk2","death-associated protein kinase 2",0.0489,0.0863,0.5666,0.0444,0.0444,0.6239,0.5444,0.1978,0.1978,2.7816,0.0166
"13817",10592752,"170761","Nherf4","NHERF family PDZ scaffold protein 4",0.0489,0.0863,0.5666,0.1961,0.1961,2.0967,0.0578,-0.0982,-0.0982,-1.0504,0.3142
"13818",10494335,"229603","Otud7b","OTU domain containing 7B",0.0489,0.0864,0.5667,-0.1904,-0.1904,-2.6904,0.0196,-0.1152,-0.1152,-1.627,0.1296
"13819",10430909,"76279","Cyp2d26","cytochrome P450, family 2, subfamily d, polypeptide 26",0.049,0.0864,0.5667,0.1636,0.1636,2.2352,0.0451,0.1708,0.1708,2.334,0.0378
"13820",10484472,"68678","Smtnl1","smoothelin-like 1",0.049,0.0864,0.5668,0.2433,0.2433,1.9706,0.0723,-0.1503,-0.1503,-1.2176,0.2467
"13821",10573160,"67555","Mgat4d","MGAT4 family, member C",0.049,0.0864,0.5668,0.1558,0.1558,2.6173,0.0225,-0.0037,-0.0037,-0.0629,0.9509
"13822",10417660,"328354","Gm5087","predicted gene 5087",0.049,0.0864,0.5668,0.0126,0.0126,0.1436,0.8882,0.2363,0.2363,2.6833,0.0199
"13823",10455395,"72432","Spink5","serine peptidase inhibitor, Kazal type 5",0.049,0.0865,0.5669,-0.023,-0.023,-0.2123,0.8354,0.2771,0.2771,2.5602,0.025
"13824",10543362,"73191","Fezf1","Fez family zinc finger 1",0.0491,0.0865,0.5669,0.1505,0.1505,1.8533,0.0885,-0.1104,-0.1104,-1.3589,0.1991
"13825",10499438,"229524","Msto1","misato 1, mitochondrial distribution and morphology regulator",0.0491,0.0866,0.5671,-0.1924,-0.1924,-2.5469,0.0256,-0.1466,-0.1466,-1.9405,0.0761
"13826",10562130,"233081","Ffar1","free fatty acid receptor 1",0.0491,0.0866,0.5671,0.2455,0.2455,2.0464,0.0632,0.2976,0.2976,2.4807,0.0289
"13827",10367487,"258723","Or6c35","olfactory receptor family 6 subfamily C member 35",0.0491,0.0866,0.5671,0.068,0.068,0.7774,0.452,0.2444,0.2444,2.7926,0.0162
"13828",10477852,"751556","Mir682","microRNA 682",0.0492,0.0867,0.5671,0.0779,0.0779,1.1661,0.2662,-0.1342,-0.1342,-2.0082,0.0676
"13829",10448559,"654822","D330041H03Rik","RIKEN cDNA D330041H03 gene",0.0492,0.0867,0.5672,-0.3587,-0.3587,-2.2277,0.0458,-0.3763,-0.3763,-2.337,0.0376
"13830",10598198,"338366","Mia3","MIA SH3 domain ER export factor 3",0.0492,0.0867,0.5672,-0.1453,-0.1453,-2.7816,0.0166,-0.0627,-0.0627,-1.1997,0.2534
"13831",10579825,"18997","Pou4f2","POU domain, class 4, transcription factor 2",0.0492,0.0867,0.5672,-0.1821,-0.1821,-1.979,0.0712,-0.2321,-0.2321,-2.5226,0.0268
"13832",10534912,"243300","Nyap1","neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1",0.0492,0.0868,0.5672,-0.1771,-0.1771,-2.7408,0.0179,-0.0928,-0.0928,-1.4364,0.1764
"13833",10409689,"15387","Hnrnpk","heterogeneous nuclear ribonucleoprotein K",0.0492,0.0868,0.5673,0.1821,0.1821,2.782,0.0166,0.0433,0.0433,0.6615,0.5208
"13834",10558971,"11772","Ap2a2","adaptor-related protein complex 2, alpha 2 subunit",0.0492,0.0868,0.5673,-0.1196,-0.1196,-1.9835,0.0706,-0.1519,-0.1519,-2.5194,0.0269
"13835",10515481,"66233","Dmap1","DNA methyltransferase 1-associated protein 1",0.0493,0.0868,0.5674,-0.0055,-0.0055,-0.0704,0.945,0.2051,0.2051,2.6117,0.0227
"13836",10444886,"69542","2300002M23Rik","RIKEN cDNA 2300002M23 gene",0.0493,0.0868,0.5674,0.2962,0.2962,2.4124,0.0327,0.2624,0.2624,2.1365,0.0539
"13837",10605666,"215641","Mageb18","MAGE family member B18",0.0493,0.0869,0.5674,0.1821,0.1821,2.4875,0.0285,-0.0273,-0.0273,-0.3734,0.7154
"13838",10596664,"56368","Cyb561d2","cytochrome b-561 domain containing 2",0.0493,0.0869,0.5675,-0.226,-0.226,-2.7485,0.0176,-0.0358,-0.0358,-0.435,0.6713
"13839",10597575,"18799","Plcd1","phospholipase C, delta 1",0.0493,0.0869,0.5675,0.1111,0.1111,1.313,0.2137,-0.1598,-0.1598,-1.8887,0.0833
"13840",10516867,"56809","Gmeb1","glucocorticoid modulatory element binding protein 1",0.0494,0.0871,0.5676,0.2177,0.2177,2.4244,0.032,0.1902,0.1902,2.1174,0.0558
"13841",10511984,"69329","Cfap206","cilia and flagella associated protein 206",0.0494,0.0871,0.5676,-0.1114,-0.1114,-1.5961,0.1364,-0.188,-0.188,-2.6937,0.0195
"13842",10386775,"212627","Prpsap2","phosphoribosyl pyrophosphate synthetase-associated protein 2",0.0495,0.0871,0.5677,-0.1646,-0.1646,-2.7761,0.0167,-0.0722,-0.0722,-1.2181,0.2466
"13843",10386115,"676527","Faxdc2","fatty acid hydroxylase domain containing 2",0.0496,0.0873,0.5677,0.1138,0.1138,1.442,0.1748,0.2157,0.2157,2.7347,0.0181
"13844",10344620,"100038431","Gm10568","predicted gene 10568",0.0496,0.0874,0.5678,0.024,0.024,0.4533,0.6584,0.1453,0.1453,2.7483,0.0176
"13845",10368477,"67719","2310057J18Rik","RIKEN cDNA 2310057J18 gene",0.0496,0.0874,0.5678,0.2625,0.2625,2.4163,0.0325,0.2307,0.2307,2.1235,0.0552
"13846",10500117,"229588","Gm128","predicted gene 128",0.0496,0.0874,0.5679,0.1548,0.1548,1.404,0.1856,-0.1992,-0.1992,-1.8064,0.0959
"13847",10559185,"55925","Syt8","synaptotagmin VIII",0.0497,0.0875,0.5679,0.0869,0.0869,1.1564,0.27,-0.151,-0.151,-2.0089,0.0676
"13848",10444459,"81877","Tnxb","tenascin XB",0.0497,0.0875,0.568,0.1959,0.1959,2.7486,0.0176,0.033,0.033,0.4626,0.6519
"13849",10550237,"108124","Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha",0.0497,0.0875,0.568,-0.1652,-0.1652,-2.7048,0.0191,-0.0156,-0.0156,-0.2551,0.8029
"13850",10526754,"11781","Ap4m1","adaptor-related protein complex AP-4, mu 1",0.0497,0.0876,0.568,0.0546,0.0546,0.6219,0.5456,0.2433,0.2433,2.7717,0.0169
