,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
4373,HP_SPONTANEOUS_RECURRENT_EPISTAXIS,0.261589846,0.584255209,0.670466234,1.214616046,1957,10,"Eng,Myh9,Acvrl1,Lyst"
4374,GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_ORIENTATION,0.26209158,0.584953713,0.604362908,1.200033376,2237,19,"Cenpa,Spry2,Itgb1,Nde1,Spdl1,Misp,Plk1,Fbxw11,Nsfl1c,Spry1,Cdk5rap2"
4375,GOBP_REGULATION_OF_OSSIFICATION,0.262172285,0.584953713,0.511347326,1.136886496,2589,80,"Isg15,Ccr1,Ccn1,Csf1,Ecm1,Tgfb1,Egr2,Mgp,Sfrp1,Smad6,Sox11,Bmp2k"
4376,GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.262172285,0.584953713,0.510775517,1.135756793,2589,81,"Rsad2,Il12b,Apod,Anxa1,Ucp2,Mdfic,Il1b,Sfrp1,Txn1,Cd200,Rest,Nr1h3,Cd36,Derl2,Bag3,Angpt1,Ube2g2,Pim3,Rhbdf1"
4377,HP_EXTERNAL_OPHTHALMOPLEGIA,0.262202043,0.584953713,-0.335547337,-1.127975645,230,28,"Ryr1,Stim1,Sdha,Sdhaf1,Slc19a3,Bin1,Acads,Opa1"
4378,HP_ABNORMAL_LARYNX_PHYSIOLOGY,0.262202043,0.584953713,-0.336561517,-1.131384915,230,28,"Epha4,Grin2a,Erbb4"
4379,GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL,0.262325095,0.585094588,0.660220079,1.216265934,2005,11,"Edem1,Derl2,Ube2g2,Derl3"
4380,GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,0.262554964,0.585339953,0.600472137,1.201265455,2268,20,"Stat1,Myc,Tgfbr2,Sox9"
4381,GOBP_EAR_MORPHOGENESIS,0.2625,0.585339953,-0.259377746,-1.084005526,41,72,"Fzd3,Fgfr2,Mapk3,Pou3f4,Zic1,Gjb6,Dlx6,Dlx5,Tshz1,Ripor2,Eya1,Msx1,Ephb2,Mapk1"
4382,GOBP_CELL_CYCLE_PROCESS,0.262673733,0.58536682,0.457260125,1.041530721,2626,870,"Ccl12,Psmb9,Psmb8,Irf1,Ptprc,Cdkn1a,Il12b,Psmb10,Psme1,Rhoc,Thbs1,H2-M3,Aif1,Parp3,Mcm6,Mitd1,Ifng,Gem,Ubd,Pml,Ddit3,Anxa1,Pnpt1,Rbl1,Adamts1,Gpnmb,Bid,Plscr1,Mad2l2,Ptpn6,Tpx2,Pttg1,Gadd45a,Myc,Eif4ebp1,Atf5,Tgfb1,Ppp1r15a,Edn1,Fes,Top2a,Tbrg1,Mki67,Il1b,Bin3,Tmod3,Sphk1,Ddx4,Timeless,Gins1,Bach1,Mdm2,Ccnd3,Cdt1,E2f8,Spc25,Nek6,Nusap1,Sfrp1,Psmb2,Cd28,Mtbp,Ccna2,Zfp36l2,Flna,Cenpe,Gfi1,Ccn2,Cenpa,Ezr,Ino80,Dbf4,Ccnb1,Rfc3,Cenpq,Mcm3,Il1a,Cdk6,Bcl2l11,Hspa1a,Dnm2,Skil,Pcna,Psma7,Atm,Ccnb2,Myh9,Nup62,Smc4,Btg2,Rbbp7,Melk,Cep55,Max,Ube2c,Rrm2,Psmf1,Rassf1,Bcl6,Tcim,Tbce,Cdk1,Inhba,Trp53,Sh3glb1,Pold3,Plk3,Cdc6,Kif20a,Prpf40a,Rbbp8,Mybbp1a,Casp2,Bub1,Spry2,Apaf1,Chek1,Ccnd1,Hinfp,Ints13,Rnf4,Dhfr,Psma4,Egfr,Rad54l,Aurkb,Tex14,Sbds,Ofd1,Btc,Usp16,Cdca5,Psma6,Sox9,Uxt,Bub1b,Mlf1,Nabp1,Uvrag,Nme6,Ncapg,Anln,Notch1,Itgb1,Psma2,Ccnd2,Haspin,Notch2,Rhob,Nde1,Hus1,Mcm5,Psma3,Ntmt1,Pole,Ppp2r2a,Knstrn,Ncaph,Riok2,Dusp1,Prkab1,Mcm7,Psma1,Rfc1,Seh1l,Prc1,Psmb6,Haus4,Mcm4,Plrg1,Emd,Spdl1,Mcm2,Rad51,Id2,Psmd11,Rheb,Dyrk3,Zfp36l1,Rrp8,Psmb3,Pole2,Klf4,Ythdf2,Trp53inp1,Ckap2,Tacc3,Chmp2a,Psmb4,Sass6,Psmc2,Ect2,Upf1,Ncapg2,Psmd8,Psma5,Rbbp4,Chmp4b,Rb1,Bcl2l1,Eed,Plk2,Kif18a,Psmc6,Trip13,Lmna,Crlf3,Fap,Rgcc,Tnks1bp1,Mcm10,Kif2c,Kif11,Ctdsp2,Top3a,Zpr1,Ist1,Misp,Plk1,Cntrl,Septin2,Kif23,Pole3,Psmd12,Cks2,Mre11a,Fen1,Nubp1,Nek7,Nedd1,Bax,Cenph,Tgfb2,Fbxw11,Dtl,Csnk2a2,Usp47,Sgo1,Psmd6,Ccng1,Kat2b,Rnf2,Nop53,Rhoa,Adam17,Mga,Plk4,Epc1,Syf2,Reep3,Zbtb17,Ddx3x,Piwil2,Cdc25a,Smad3,Dlgap5,Ercc1,Nek9,Tex11,Rae1,Cenpk,Psmc4,Gpr3,Arpp19,Aspm,Stag3,Pibf1,Macroh2a1,Nsfl1c,Haus2,Nek2,Lats1,Pinx1,Brca1,Ankrd17,Rybp,Gpr132,Psmd7,Ttk,Zbed3,Fignl1,Mybl2,Snd1,Snx18,Rps3,Spry1,Hmmr,Ppp2r2d,Pard6b,Actr3,Fbxo43,Kif22,Anapc16"
4383,GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,0.262686881,0.58536682,0.545084649,1.169737937,2494,41,"Mvp,Errfi1,Lgmn,Hbegf,Nup62,Spry2,Egfr,Ptpn18,Btc,Snx6,Snx5,Rnf115,Ptpn12"
4384,HP_JOINT_LAXITY,0.263157895,0.586148953,-0.240066137,-1.061931152,4,140,"Tbr1,Satb2,Dlg4,Syt1,Ryr1,Csgalnact1,Myo9a,Apc2,Slc5a7,Atp6v1a,Fgfr3,Col6a1,Tctn3,Atp6v1e1,Tac2,Syt2,Npr2,Tbl1xr1,Ret,Gtf2i,Snap25,Mapk1,Sec23a,Limk1,Dlk1,Vamp1,Slc18a3,Ift122"
4385,HP_SUBARACHNOID_HEMORRHAGE,0.263140459,0.586148953,0.573536012,1.186877702,2382,27,"Eng,F10,Tgfbr2,Cd109,Acvrl1,Dock8,Col3a1,Fbn1,Tgfb2,Lox,Smad3"
4386,GOBP_DEFINITIVE_HEMOPOIESIS,0.263407127,0.586570316,0.60910554,1.199140555,2224,18,"Adar,Zfp36l2,Gata2,Tal1,Lyl1,Hoxb3,Zfpm1,Hoxb4,Cbfb,Sp3"
4387,HP_NEOPLASM_OF_STRIATED_MUSCLE,0.263493128,0.586628078,0.579140767,1.190457831,2357,25,"Ifng,Mdm2,Trp53,Bub1,Bub1b,Foxo1,Trip13,Pax3,Nras,Nbn"
4388,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR,0.263861055,0.587313338,0.669346592,1.212587705,1974,10,"Vcam1,Loxl3,Lox,Loxl4,Loxl1,Loxl2,Aoc1"
4389,GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT,0.264241313,0.587926164,0.518273905,1.145242626,2592,66,"Socs3,Casp8,Ccn1,Cebpb,Il10,Junb,E2f8,Gata2,Adm,Cebpa"
4390,GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION,0.26433121,0.587926164,-0.310591941,-1.115616312,165,36,"Cdhr1,Thrb,Dlx1,Th,Dcx,Ift140,Rorb,Dlx2,Hcn1,Prkci,Cep290,Prom1,Rdh13,Ihh"
4391,GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY,0.264377159,0.587926164,0.514356423,1.139856689,2601,72,"Mvp,Dok1,Plaur,Ncf1,Errfi1,Lgmn,Hbegf,Hap1,Mvb12a,Nup62,Fasl,Spry2,Egfr,Ptpn18,Btc,Ptk6,Snx6,Rhbdf1,Shkbp1,Snx5,Rnf115"
4392,HP_CONGENITAL_HIP_DISLOCATION,0.264264264,0.587926164,-0.281158994,-1.110175867,87,52,"Chrm3,Ryr1,Myo9a,Slc5a7,Atp6v1a,Atp6v1e1,Gpc3,Syt2,Eya1,Nsdhl,Bicd2,Snap25,Cul7,Vamp1,Slc18a3"
4393,HP_ADVANCED_ERUPTION_OF_TEETH,0.264573991,0.58822995,-0.353284736,-1.150457884,294,24,"Fgfr2,Bcl11b,Jup,Evc,Nfix,Polr3a,Kmt2c,Dsp"
4394,GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.26465284,0.588271346,-0.445357218,-1.176229222,586,12,"Kcne2,Rnf207,Scn5a,Kcnh2,Cav3"
4395,GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,0.26474483,0.588301003,0.517061647,1.1440875,2598,67,"Samhd1,Xdh,Upp1,Ada,Pnp,Ampd3,Entpd1,Tk1,Gpx1"
4396,GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY,0.26478665,0.588301003,0.546175922,1.169237742,2506,40,"Anxa2,Anxa1,Cnn3,Robo4,Esam,Tmod3,Cd200,Pdlim5,Cxadr,Cd47,Itgb1,Pdlim1,Palld"
4397,HP_RECURRENT_PAROXYSMAL_HEADACHE,0.265100671,0.588864738,-0.435059773,-1.171360286,552,13,"Sdha,Kif1b,Ret,Sdhc,Dnmt3a,Dlst"
4398,HP_LIMITATION_OF_KNEE_MOBILITY,0.265169903,0.588884593,-0.398246784,-1.164873174,436,17,"Gabrd,Scn2a,Gabra1,Csgalnact1,Stxbp1"
4399,GOBP_AEROBIC_RESPIRATION,0.26544021,0.589216939,-0.322487409,-1.129727059,201,32,"Pdha1,Sdha,Ide,Ucn,Fxn,Sucla2,Sdhc,Ndufs8,Uqcrc1,Bloc1s1,Uqcrb,Ireb2,Idh2,Cycs,Bnip3,Dlst"
4400,HP_HORIZONTAL_EYEBROW,0.265392781,0.589216939,-0.460885722,-1.180624786,624,11,"Gabrd,Syt1"
4401,GOBP_CILIUM_MOVEMENT,0.265895954,0.589826432,-0.283913931,-1.114358972,91,51,"Celsr2,Rfx3,Dnah11,Sord,Bbs2,Slc26a8,Prm3,Ccsap,Tacr1,Ccdc65,Cfap20,Tcte1,Ccr6,Ash1l,Dnah5,Slc9b2,Rsph9"
4402,HP_KETOACIDOSIS,0.265787564,0.589826432,0.619971377,1.203003387,2196,16,"Il6,Ptpn22"
4403,POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP,0.265873016,0.589826432,-0.299262939,-1.112072174,133,41,"Slc1a2,Olfm1,Septin8,Lhx2,Gabrb3,Acly,Aplp1,E2f1,Thbs4,Ugcg,Aanat,Plec,Lrp8"
4404,GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.266273373,0.590529526,0.458021019,1.043014665,2662,782,"Ccl5,Ifih1,Parp9,Parp14,Tgm2,Icam1,Ptprc,Eif2ak2,Fcgr1,Il6,Hck,Socs3,Itgb2,Il12b,Cd74,Stat3,Cd44,Tnf,Ifnb1,Hcls1,Il15,Ifng,Clec7a,Ehd4,Socs1,Mvp,Samsn1,Lck,Cd40,Itga5,Spi1,Tnfrsf1a,Ikbke,Dcn,Mad2l2,Ptpn6,Fkbp5,Lyn,Loxl3,Hpx,Axl,Gadd45a,Ripk1,Txk,Ifna6,Nos2,Tgfb1,Ptpn1,Ncf1,Bst1,Fgr,Fes,Iqgap1,Errfi1,Il6ra,Jak2,Sgk1,Egr2,Pecam1,Bak1,Il1b,Per1,Prkd2,Plod3,Ripk2,Sphk1,Rela,Mdm2,Hbegf,Mertk,Morc3,Nek6,Sfrp1,Prkx,Gnl3,Gata2,Gfi1,Bgn,Hgf,Zfp110,Map2k3,Tnfrsf18,Ddit4,Egr1,Ccnb1,Mapkapk2,Senp1,Qpctl,Txn1,Lrrk1,Tgfbr2,Sgk3,Tec,Nedd9,Atm,Nup62,Il18,Gata3,Syk,Hax1,Vrk2,Tlk2,Ppic,Shc1,Melk,Cth,Sh2d3c,Itk,Btk,Atp7a,Cdk1,Nup98,Trp53,Art3,Klf15,Stt3a,Cd36,Spry2,Chek1,S100a8,Clk4,Egfr,Aurkb,Crtc2,Btc,Nup54,Angpt1,Rack1,Tal1,Tpst1,Tnfrsf14,Ptk6,Arrb2,Haspin,Hat1,Ntmt1,Cbx4,Tbk1,Snx6,Mknk2,Fgfr1,Map4k1,Epha2,P4hb,Seh1l,Ngf,Axin1,S100a9,Trim6,Snw1,Nup153,Myb,Actl6a"
4405,GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,0.266513429,0.590927731,0.619533525,1.202153773,2202,16,"Il15,Ccr7,Il33,Soat1"
4406,HP_ACANTHOSIS_NIGRICANS,0.266869169,0.5915822,0.562233322,1.178933322,2459,31,"Psmb9,Psmb8,Fos,Cldn1,Lipe,Pparg,Elovl1,Psmb4,Pcsk1,Lmna,Erf,Cavin1"
4407,GOBP_REGULATION_OF_GTP_BINDING,0.267091295,0.591940249,-0.4598102,-1.177869683,628,11,"Epha4,Ccpg1,Ripor2"
4408,GOBP_LYMPH_VESSEL_DEVELOPMENT,0.267168606,0.591977263,0.589618867,1.192516253,2341,22,"Lgals8,Pdpn,Syk,Acvrl1,Clec14a,Foxc1,Epha2"
4409,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.267536509,0.592338393,0.612821435,1.198551253,2234,17,"Gtf2f1,Cdk12,Eapp,Ccnt2,Ddx39b,Scaf8,Kat7,Supt16,Ell,Ccnk"
4410,GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,0.26773409,0.592338393,0.510565946,1.133504427,2641,76,"Apod,Hcls1,Ifng,Mdfic,Tgfb1,Jak2,Il1b,Flna,Txn1,Nup62,Trp53,Cd36,Nup54,Bag3,Angpt1,Riok2,Zc3h12a,Emd,Nup153"
4411,GOBP_RNA_SURVEILLANCE,0.267728674,0.592338393,0.647439142,1.208048428,2083,12,"Dxo,Exosc2,Exosc10,Xrn1,Exosc9,Supv3l1,Exosc4"
4412,GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE,0.267808837,0.592338393,-0.444140143,-1.173014815,593,12,"Atg2a,Atg2b,Rab1b,Rb1cc1"
4413,HP_OSTEOPOROSIS,0.267580274,0.592338393,0.486118234,1.095203443,2674,167,"Stat1,Ifih1,Il12rb1,Irf5,Mmp14,Pdlim4,Spidr,Gpr35,Slc7a7,Antxr2,Hsd3b7,Hpgd,Pygl,Rin2,Runx1,Tgfbr2,Usb1,Galns,Atp7a,Dusp6,Pmm2,Hfe,Map3k1,Tinf2,Sox9,Notch2,Col1a2,Pycr1,Armc5,Fgfr1"
4414,HP_CAVUM_SEPTUM_PELLUCIDUM,0.267808837,0.592338393,-0.444248624,-1.173301322,593,12,"Apc2,Pacs1,Mapk1,Pcgf2,Nsd1,Letm1"
4415,HP_PROLONGED_BLEEDING_AFTER_SURGERY,0.267468992,0.592338393,0.625158233,1.203490713,2177,15,"Serpine1,F13a1,F10,F7,Vwf"
4416,HP_RESPIRATORY_ARREST,0.267857143,0.592338393,-0.405069897,-1.162458338,464,16,"Myo9a,Slc5a7,Kit,Syt2,Snap25,Vamp1,Slc18a3,Col13a1,Tspyl1"
4417,HP_ABNORMAL_SPERM_MOTILITY,0.267877412,0.592338393,-0.334505707,-1.124474104,235,28,"Dnah11,Rpgr,Lrrc56,Dzip1,Ccdc65,Pkd1,Dnah5,Rsph9,Cfap410,Hnf1b,Ganab,Dnaaf1,Cfap298,Brdt"
4418,GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,0.268230818,0.592985604,0.546373844,1.168393969,2537,39,"Timp1,Ada,Arhgdib,Dusp1,Trip13,Ovgp1"
4419,GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX,0.268473153,0.593387029,0.469221934,1.063232824,2684,363,"H2-K1,B2m,Il6,Cybb,Fcer1g,Tlr2,Osmr,Cyba,Itgb2,Cd74,H2-Aa,Casp8,H2-M3,Vcam1,Csf2rb,Csf2rb2,Tlr1,Il12rb1,H2-Ab1,Itgam,Il2rb,Cd40,Il13ra1,H2-Eb1,Ncf4,Adam8,Itga5,Fas,Il10rb,Ncf2,Itgax,Gna13,Cflar,Cd3g,Ptpn6,Lyn,Ripk1,Ncf1,Slc3a2,Il6ra,Il18rap,Itgal,Psen2,Cd8b1,Trf,Gng12,Cd3d,Cdh5,Tlr6,Il2ra,Slc7a5,Syk,Shc1,Gna14,Traf1,Birc2,Cachd1,Sdcbp,Acvrl1,Hfe,Cd8a,Traf5,Ramp2,Traf2,Itgb7,Il18r1,Egfr,H2-Ea"
4420,Endothelial_All_Zhang_JNeuro_2014,0.268633367,0.593606809,0.576664015,1.185366721,2403,25,"Ly6a,Pglyrp1,Serpinb6b,Egfl7"
4421,HP_PERIPHERAL_OPACIFICATION_OF_THE_CORNEA,0.26871055,0.593643054,-0.443676697,-1.171790811,595,12,"Ppp1r17,Chrdl1,Ephx2"
4422,GOBP_RELAXATION_OF_MUSCLE,0.268810289,0.593729104,-0.38585586,-1.149765022,417,18,"Gstm7,Slc8a1,Atp1a1,Adora1,P2ry1,Grk2,Gsn"
4423,HP_EXERTIONAL_DYSPNEA,0.269061057,0.594148619,0.524293571,1.15091635,2621,58,"Stat3,Csf2rb,Csf2rb2,Pml,Eng,Jak2,Cited2,Tgfbr2,Nabp1,Fbn1,Lmna,Rara,Chrnb1,Tgfb2,Lox,Atp11a,Smad3"
4424,GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK,0.26919105,0.594301308,0.593776187,1.193729063,2345,21,"Pml,Per1,Bhlhe40,Trp53,Pde6b,Cry1,Id2,Cry2,Per2"
4425,HP_SECUNDUM_ATRIAL_SEPTAL_DEFECT,0.269368296,0.594558224,-0.472441447,-1.175896425,677,10,Ptf1a
4426,GOBP_POLYOL_CATABOLIC_PROCESS,0.269453376,0.594611642,-0.385758703,-1.149475514,418,18,"Synj2,Ntsr1,Tpi1,Sord,Impa1,Pten,Bpnt2,Inpp5a,Nudt3,Tkfc,Inpp5k"
4427,GOMF_PROMOTER_SPECIFIC_CHROMATIN_BINDING,0.270402839,0.596572064,0.536758841,1.160296628,2590,45,"Stat1,Rbl1,Gadd45a,Prdm1,Gtf2f1,Egr1,Nup98,Trp53,Hdac1,Foxc1,Gtf2b,Klf4,Dhx9,Chd7,Ercc1,Macroh2a1,Polr2a,Kdm1a"
4428,HP_ABNORMALITY_OF_THE_MIDDLE_PHALANGES_OF_THE_TOES,0.270560191,0.596784413,-0.471735447,-1.174139205,680,10,"Fgfr2,Fgfr3,Rab23,Ihh"
4429,GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,0.270683453,0.596921492,0.645766195,1.204926897,2106,12,"Il1rn,Il10,Klf4,Adipoq"
4430,GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING,0.270957489,0.597390925,-0.471671924,-1.173981099,681,10,"Lrp6,Sox17,Kdm2b,Atp6ap2,Hes1,Fgf8"
4431,GOBP_DIOL_METABOLIC_PROCESS,0.271108344,0.597570502,0.631370099,1.20525927,2176,14,"Gch1,Sphk1,Sptlc2,Dhfr,Acer2,Naaa"
4432,GOMF_MISFOLDED_PROTEIN_BINDING,0.271161305,0.597570502,0.58779681,1.188831107,2376,22,"Edem1,Hspa5,Hspa1a,Hspa9,Derl2,Dnajb9,Sdf2l1,Derl1,Dnajb11,Hspa1l,Dnajc3,Derl3,Clu,Hspa2,Hspa14"
4433,GOBP_NON_RECOMBINATIONAL_REPAIR,0.271333886,0.59781329,0.529572025,1.153255568,2619,51,"Parp9,Parp3,Mad2l2,Atm,Rbbp8,Uvrag,Rad52"
4434,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN,0.27139389,0.59781329,0.507249346,1.129017523,2682,83,"Ch25h,Hmox1,Ptgs2,Cyp1b1,Cyp4f18,Nos2,Plod3,Kmo,Tyw5,Nos3"
4435,GOBP_APICAL_JUNCTION_ASSEMBLY,0.271773454,0.59837947,0.515419106,1.140453097,2667,67,"Rhoc,Tnf,Esam,Pecam1,F11r,Cdh5,Cldn11,Runx1,Cldn23,Cldn1,Myo1c,Ramp2,Wdr1,Rab13,Ctnna1,Epha2"
4436,GOMF_CARBOHYDRATE_KINASE_ACTIVITY,0.271726119,0.59837947,0.611001179,1.194991213,2269,17,"Hk2,Rbks,Pfkfb3"
4437,GOBP_HISTONE_H3_ACETYLATION,0.272057275,0.598869373,0.541876461,1.162853247,2583,41,"Spi1,Per1,Gata3,Chek1,Crtc2,Irf4,Pole3,Taf12,Kat2b,Piwil2,Dr1,Kmt2a,Kat7,Brca1,Wdr5,Zfp451,Trim16,Kat6a,Taf10,Brpf1,Smarcb1,Sphk2,Sirt1,Taf5l"
4438,HP_LATE_ONSET,0.272195342,0.598903334,0.579096535,1.184148015,2418,24,"Il6,Ptpn1,Igf2bp2,Pparg"
4439,STARK_HYPPOCAMPUS_22Q11_DELETION_DN,0.272186837,0.598903334,-0.456286095,-1.168842182,640,11,"Zdhhc8,Rtn4r,Prodh,Dgcr8"
4440,GOBP_LUNG_MORPHOGENESIS,0.272391213,0.599199318,0.543835874,1.164228235,2578,40,"Tnf,Ctsh,Stk40,Plod3,Tnc,Tgfbr2,Sox11,Spry2,Hoxa5,Rdh10,Sox9,Srsf6"
4441,HP_ABNORMALITY_OF_THE_GLABELLA,0.272546683,0.599406316,-0.46966985,-1.168997981,685,10,"Cntnap2,Rspo2,Tasp1,Dlk1"
4442,GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT,0.272738952,0.599694134,0.64507588,1.203638847,2122,12,"Ccl12,Trpv2"
4443,GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH,0.273046092,0.600098329,0.491776974,1.105706642,2724,130,"Ccl12,Hmox1,Naip2,Csf1,Grn,Cebpb,Adam8,Gpnmb,Tnfrsf1b,Il10,Axl,Jak2,Lgmn,Atf4,C5ar1,Sod2,Rel,Slc7a11,Cd200r1,Btg2,Cd200,Rest,Traf2,Angpt1,Rack1,Hif1a,Arrb2"
4444,GOCC_FILOPODIUM,0.273107103,0.600098329,0.515828366,1.139838657,2679,66,"Msn,H2-M3,Lcp1,Vcam1,B4galt1,Spata13,Myo1g,Pdpn,Ezr,Vasp,Iqgap2,Cxadr,Arf6,Vil1,Itgb1"
4445,HP_ABNORMAL_MORPHOLOGY_OF_THE_CONJUNCTIVAL_VASCULATURE,0.273099895,0.600098329,0.600169857,1.191707582,2331,19,"Eng,Gla,Pcna,Atm,Acvrl1,Xpa,Ano10"
4446,GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,0.27325024,0.600175663,-0.431963705,-1.163024393,569,13,"Reep2,Rtn3,Atl2,Rtn4"
4447,GOCC_CILIARY_BASE,0.273265196,0.600175663,-0.410223584,-1.155727368,507,15,"Cibar1,Prkar1b,Prkacb,Cfap36"
4448,GOCC_POLYSOMAL_RIBOSOME,0.273363625,0.600256863,0.622381202,1.198144657,2225,15,"Pnpt1,Rpl18,Dhx9,Btf3,Larp1,Rpl11,Rpl24,Rpl8"
4449,GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,0.273724464,0.600914102,0.499992385,1.11860306,2719,98,"Serpine1,Thbs1,Apod,Csf1,Sdc4,Rras,Plekha2,S100a10,Mmp14,Bst1,Iqgap1,Ccr7,Sfrp1,Rin2,Cdk6,Bcl6,Acvrl1,Efemp2,Postn,Cd36,Lims1,Acer2"
4450,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,0.274239885,0.601910328,0.60999989,1.1930329,2290,17,"Atf4,Wdr43,Wdr75,Pwp1,Ippk,Ncl,Lyar,Bnc1,Phf8,Nol11,Smarcb1,Heatr1,Ubtf,Smarca4"
4451,GOBP_NADP_METABOLIC_PROCESS,0.274505211,0.602357313,0.599444813,1.190267923,2343,19,"Rbks,Pgm2,Pgd,G6pdx,Trp53,Noct,Dera"
4452,GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,0.274719801,0.602692788,0.630004528,1.202652452,2205,14,"Ctss,Ctsh,Ctsb,Lmo2"
4453,HP_AORTIC_DISSECTION,0.275066254,0.603317338,0.568834403,1.177148175,2490,27,"Eng,Ptpn22,Smad6,Bgn,Tgfbr2,Notch1,Col3a1,Fbn1,Tgfb2,Lox,Smad3"
4454,GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,0.275342466,0.603652046,0.629635986,1.201948921,2210,14,"Xdh,Ada,Shmt2"
4455,GOMF_POLY_PYRIMIDINE_TRACT_BINDING,0.275317213,0.603652046,0.609567804,1.192187829,2299,17,"Pnpt1,Ptbp1,Rbms2,Rbms1,Pabpc1"
4456,GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS,0.275583864,0.604045691,-0.454293131,-1.16373692,648,11,"St6galnac5,St3gal2,St3gal5"
4457,GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,0.275908631,0.60435066,0.577892607,1.181686199,2451,24,"Thbs1,Cyp4f18,Nfkb1,Nr1h3,Cry1"
4458,GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.275794429,0.60435066,0.653886566,1.204598257,2108,11,"Slc10a6,Abcc3"
4459,Gemma_GSE10415_7_Brain_Regions_in_20_Inbred_Strains_of_Laboratory_Mice_StrainOrLine_BALB.cByJ_Down,0.275862069,0.60435066,-0.258908517,-1.100792496,31,83,"Ttr,Cdhr1,Krt12,Pcdh10,Kcnj4,St8sia1,Reep2,Cacng2,Pde4a,Cox8b,Tubg2,Ssbp4,Slc4a8,Ogfrl1,Atp1a1,Slc6a17,Cyp11a1,Speg,Snapc5"
4460,GOBP_ACETYL_COA_METABOLIC_PROCESS,0.276233184,0.604499202,-0.349476322,-1.138055933,307,24,"Acss1,Pdha1,Acss2,Acly,Pipox,Mvk,Gstz1,Hmgcs1,Acat1,Nudt7,Acaca,Tdo2,Pdk3,Dlst"
4461,GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.276274838,0.604499202,0.608744723,1.190578054,2307,17,"Tnf,Ifng,Adm"
4462,GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY,0.276082782,0.604499202,0.549733309,1.168318674,2587,36,"Anxa2,Anxa1,Cnn3,Robo4,Esam,Tmod3,Cd200,Pdlim5,Cxadr,Cd47,Pdlim1,Palld"
4463,HP_OPTIC_NEUROPATHY,0.276209211,0.604499202,0.594595559,1.189509156,2386,20,"Cyp1b1,Sh3bp2,Ldlrap1,Foxred1"
4464,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PLASMA_CELLS,0.276285905,0.604499202,0.664037556,1.20296986,2067,10,"Cyba,Herpud1,Jchain,Derl3,Fkbp11,Ssr4"
4465,GOBP_METANEPHROS_DEVELOPMENT,0.276732774,0.605101111,0.518856059,1.141842418,2706,61,"Stat1,Ctsh,Myc,Id3,Egr1,Gata3,Irx3,Irx2,Wwtr1,Rdh10,Sox9"
